Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
307273,205341,Savings,39081,586,35879,Mutual Fund,18-07-2023
307274,202026,Business,42768,2812,7599,Fixed Deposit,07-12-2024
307275,204339,Savings,74199,4900,16499,Fixed Deposit,09-02-2023
307276,203730,Business,47708,4149,9405,Mutual Fund,01-08-2023
307277,201298,Savings,35371,332,30256,Fixed Deposit,26-01-2023
307278,201612,Current,36593,1416,7013,Recurring Deposit,14-01-2023
307279,200107,Current,23114,3666,17995,Fixed Deposit,09-06-2023
307280,201353,Savings,77608,2800,13300,Mutual Fund,24-05-2023
307281,201646,Business,51150,1711,13142,Mutual Fund,24-06-2024
307282,204220,Current,82154,1197,10345,Recurring Deposit,29-07-2023
307283,201116,Current,84370,4804,7688,Fixed Deposit,04-02-2024
307284,208603,Business,53140,1742,16107,Mutual Fund,26-01-2025
307285,203020,Current,2104,4275,42399,Recurring Deposit,19-09-2022
307286,200236,Savings,15841,2076.327398,24113,Recurring Deposit,18-05-2023
307287,202702,Business,57903,2702,11680,Mutual Fund,07-11-2022
307288,208400,Savings,72709,2380,27881,Recurring Deposit,20-11-2022
307289,207190,Savings,1839,3854,23206,Recurring Deposit,20-05-2023
307290,207594,Business,39137,878,36595,Fixed Deposit,14-09-2022
307291,206051,Current,48057,3916,14455,Mutual Fund,13-04-2022
307292,205054,Savings,99327,3001,27683,Mutual Fund,12-11-2024
307293,203248,Current,56624,3205,41162,Fixed Deposit,06-08-2024
307294,202813,Savings,28987,2125,36255,Recurring Deposit,27-05-2024
307295,202337,Business,25435,1702,48944,Mutual Fund,27-08-2022
307296,205726,Business,57747,860,40042,Mutual Fund,04-02-2023
307297,201951,Business,66420,4144,28355,Mutual Fund,10-07-2024
307298,203801,Current,53498,2926,6299,Mutual Fund,16-09-2023
307299,207888,Savings,9452,4757,26103,Recurring Deposit,21-07-2024
307300,202453,Business,29579,2769,39375,Fixed Deposit,28-07-2023
307301,206562,Savings,69311,4395,9914,Fixed Deposit,16-05-2023
307302,209605,Savings,13788,4041,27058,Fixed Deposit,26-10-2022
307303,208438,Business,7070,1586,43157,Recurring Deposit,19-03-2025
307304,205721,Savings,42523,796.0445891,42246,Recurring Deposit,04-06-2023
307305,202533,Savings,81801,4749.582702,19432,Mutual Fund,28-08-2024
307306,207685,Business,59734,4123,47059,Recurring Deposit,05-04-2023
307307,208978,Savings,59503,4192,22942,Fixed Deposit,12-12-2022
307308,205229,Business,4309,460,34309,Fixed Deposit,09-07-2022
307309,205726,Current,38891,5858.186563,12214,Recurring Deposit,17-07-2023
307310,206742,Savings,40269,502,18935,Mutual Fund,28-10-2024
307311,205132,Business,44719,1684,28715,Fixed Deposit,29-08-2023
307312,200341,Current,22544,1349,28735,Recurring Deposit,07-07-2024
307313,204802,Savings,28119,4784,5263,Fixed Deposit,08-02-2024
307314,206731,Business,73104,212,46072,Mutual Fund,07-06-2022
307315,209374,Savings,72414,4129,49117,Fixed Deposit,09-10-2022
307316,201046,Current,98822,4092,46666,Fixed Deposit,05-05-2022
307317,201020,Savings,37958,4657,40287,Recurring Deposit,21-03-2024
307318,206969,Business,21539,2689,36609,Fixed Deposit,02-02-2025
307319,202242,Savings,67994,4266,48906,Fixed Deposit,07-06-2022
307320,208902,Savings,4879,1373,1462,Recurring Deposit,01-09-2022
307321,201161,Savings,27054,1317,47478,Fixed Deposit,06-11-2023
307322,202557,Current,77484,2033.723293,45276,Recurring Deposit,12-06-2022
307323,205342,Current,77604,3086,17014,Mutual Fund,01-08-2022
307324,205547,Savings,44846,4630,35932,Mutual Fund,12-01-2024
307325,208005,Current,53799,2337,4527,Mutual Fund,19-11-2023
307326,208918,Current,55709,1887,45018,Mutual Fund,24-12-2022
307327,206359,Business,79185,500,39147,Mutual Fund,19-03-2025
307328,209708,Current,53558,4118,44456,Recurring Deposit,02-10-2024
307329,206466,Current,55448,2815,43264,Recurring Deposit,26-09-2024
307330,205836,Current,46868,696,1482,Fixed Deposit,22-11-2024
307331,206054,Savings,15013,918,49263,Fixed Deposit,25-02-2025
307332,207840,Savings,55240,4707,12664,Mutual Fund,11-03-2025
307333,206858,Current,67611,1082,15363,Mutual Fund,11-02-2024
307334,206556,Business,53254,3841,15277,Fixed Deposit,02-11-2024
307335,207312,Current,99487,669,46930,Mutual Fund,24-09-2023
307336,207341,Business,94330,2745,4589,Recurring Deposit,19-07-2023
307337,203341,Business,42083,4747,2846,Recurring Deposit,19-08-2023
307338,204772,Current,29485,2503,27690,Mutual Fund,22-01-2023
307339,202929,Business,43677,2256,38576,Recurring Deposit,26-01-2025
307340,201642,Business,88651,3591,16310,Fixed Deposit,26-06-2024
307341,209975,Business,33667,4320,40975,Recurring Deposit,21-07-2022
307342,201874,Current,42789,3753,14907,Mutual Fund,13-03-2024
307343,200852,Business,71665,4731,10289,Recurring Deposit,19-08-2024
307344,203100,Current,14474,4961,32821,Mutual Fund,11-10-2022
307345,205339,Savings,53781,4353,48990,Mutual Fund,12-08-2022
307346,209936,Current,50761,784,28535,Recurring Deposit,10-03-2025
307347,207216,Savings,69210,710,15350,Mutual Fund,17-03-2024
307348,202040,Savings,47408,3928,1680,Recurring Deposit,19-08-2022
307349,205121,Current,53186,1365,48625,Fixed Deposit,26-02-2024
307350,208901,Savings,34486,1286,17359,Mutual Fund,16-07-2023
307351,200069,Current,42050,2295,15628,Mutual Fund,16-02-2025
307352,204800,Current,48450,1415,13031,Mutual Fund,16-12-2024
307353,208237,Business,36454,4142,25984,Fixed Deposit,12-03-2024
307354,203134,Savings,66772,3830,8604,Recurring Deposit,20-03-2024
307355,201654,Current,56321,4304,35973,Recurring Deposit,15-03-2023
307356,206881,Current,45688,404.592483,5026,Fixed Deposit,03-03-2023
307357,208020,Savings,88951,1493,21414,Mutual Fund,30-10-2022
307358,200916,Savings,75210,121,16310,Fixed Deposit,03-11-2024
307359,201050,Savings,10881,1316,14179,Recurring Deposit,25-04-2023
307360,201214,Savings,39199,1890,24185,Mutual Fund,06-10-2023
307361,201814,Current,68805,4934,12645,Recurring Deposit,20-11-2023
307362,203299,Savings,76241,2298,40362,Fixed Deposit,30-12-2022
307363,204963,Current,49721,1787,29676,Fixed Deposit,11-03-2025
307364,204319,Savings,69827,3466,14400,Mutual Fund,17-01-2025
307365,201081,Business,63095,2234,3899,Fixed Deposit,16-08-2023
307366,209004,Savings,30651,4834,18448,Fixed Deposit,07-08-2023
307367,204816,Savings,32645,3346,21565,Mutual Fund,23-02-2024
307368,206797,Current,36144,4586,15618,Fixed Deposit,16-04-2024
307369,206672,Current,53414,3599,6387,Mutual Fund,07-05-2022
307370,209116,Business,47962,812,19583,Fixed Deposit,30-06-2022
307371,204591,Business,24616,4416,40065,Fixed Deposit,28-03-2024
307372,206895,Savings,64733,3597,42331,Fixed Deposit,12-09-2022
307373,205157,Current,69744,4573,31049,Fixed Deposit,17-09-2023
307374,208025,Savings,44987,3755,42868,Recurring Deposit,02-04-2024
307375,203169,Current,54082,505,16835,Mutual Fund,06-03-2024
307376,202105,Current,87182,4379,6395,Fixed Deposit,11-12-2022
307377,201370,Current,13450,3706,28825,Mutual Fund,02-06-2023
307378,200528,Current,24200,3181,32861,Mutual Fund,13-09-2023
307379,208823,Business,12660,3991,31327,Recurring Deposit,14-10-2024
307380,208726,Current,10037,4302,10823,Fixed Deposit,29-08-2024
307381,204577,Business,94620,4507,35031,Fixed Deposit,04-10-2022
307382,202769,Business,83944,237,23813,Recurring Deposit,18-05-2024
307383,208404,Savings,17198,3620,1655,Fixed Deposit,27-08-2022
307384,202195,Savings,69597,3601,22167,Recurring Deposit,11-12-2023
307385,201119,Business,83790,1164,24944,Fixed Deposit,03-09-2022
307386,206403,Business,36059,2856,33414,Recurring Deposit,09-08-2023
307387,204168,Business,1691,2775,30674,Recurring Deposit,31-07-2024
307388,204426,Current,49244,4245,8329,Mutual Fund,23-12-2024
307389,204144,Current,10563,4692,43557,Recurring Deposit,09-07-2022
307390,203293,Business,55445,899.0802386,30391,Fixed Deposit,03-07-2023
307391,207532,Business,43099,4898,1599,Fixed Deposit,25-06-2024
307392,200793,Business,56550,4203,14491,Fixed Deposit,06-03-2024
307393,204600,Savings,38335,1852,5919,Recurring Deposit,03-12-2023
307394,202866,Savings,18998,4900,35502,Fixed Deposit,23-09-2024
307395,200679,Current,77378,1223,7955,Recurring Deposit,23-12-2023
307396,206180,Current,95025,1423,1449,Recurring Deposit,26-03-2023
307397,201202,Savings,5299,4979,32358,Recurring Deposit,09-11-2024
307398,208248,Current,6288,1192,28366,Fixed Deposit,03-04-2023
307399,207912,Current,31876,4629,24155,Recurring Deposit,19-07-2024
307400,208527,Business,15023,2262,37631,Fixed Deposit,23-11-2022
307401,200583,Business,61176,3552,29476,Fixed Deposit,08-04-2024
307402,204098,Savings,67440,4900,22757,Mutual Fund,07-11-2023
307403,203262,Business,83409,2532,21875,Recurring Deposit,01-07-2022
307404,204302,Current,93665,3786,40027,Fixed Deposit,01-09-2023
307405,205230,Business,4854,3030,4698,Fixed Deposit,07-02-2023
307406,207673,Current,5099,764,19669,Recurring Deposit,03-03-2025
307407,202610,Savings,81532,4480,18214,Recurring Deposit,24-09-2024
307408,209098,Business,33687,3878,45369,Mutual Fund,19-01-2024
307409,203205,Savings,1903,4696,13322,Fixed Deposit,26-01-2024
307410,202001,Business,87573,4469,21542,Mutual Fund,18-08-2024
307411,201304,Business,85691,1496,33592,Recurring Deposit,03-09-2023
307412,205345,Business,47726,2613,16023,Recurring Deposit,13-07-2024
307413,205657,Savings,79957,1564,41108,Fixed Deposit,03-03-2025
307414,208121,Business,39085,3933,47620,Mutual Fund,22-03-2023
307415,202639,Current,79216,632,48327,Mutual Fund,14-12-2022
307416,203092,Business,44981,4392,44152,Mutual Fund,13-01-2025
307417,209776,Business,32151,4354,12246,Mutual Fund,24-01-2025
307418,205459,Current,52299,3280,35873,Recurring Deposit,20-07-2022
307419,201595,Savings,68635,3363,29052,Recurring Deposit,28-08-2024
307420,204969,Savings,51178,3966,31849,Fixed Deposit,14-04-2024
307421,208945,Current,61012,3845,6382,Recurring Deposit,14-09-2022
307422,208637,Business,98438,2709,22850,Recurring Deposit,25-09-2024
307423,207698,Current,4134,4578,18557,Fixed Deposit,01-10-2024
307424,204490,Current,20607,3880,37867,Recurring Deposit,09-03-2024
307425,203661,Business,80023,2557,39874,Fixed Deposit,08-08-2023
307426,205475,Current,62539,4535,40903,Recurring Deposit,30-07-2024
307427,200642,Savings,45834,3304,15434,Recurring Deposit,19-08-2022
307428,204309,Savings,35328,495,22192,Mutual Fund,10-02-2024
307429,204223,Savings,93518,624,21571,Fixed Deposit,19-12-2022
307430,208703,Current,49374,4542,27101,Mutual Fund,12-07-2023
307431,201642,Business,97788,3606,21105,Mutual Fund,11-12-2023
307432,201068,Savings,58057,935,11609,Mutual Fund,07-07-2022
307433,204481,Business,56240,3061,12927,Mutual Fund,05-10-2024
307434,203940,Business,39018,4944,45344,Mutual Fund,05-09-2022
307435,205302,Savings,2033,1716,35287,Fixed Deposit,17-02-2025
307436,205906,Current,67254,4394,33387,Mutual Fund,02-10-2024
307437,209623,Savings,88887,4376,46392,Fixed Deposit,30-10-2023
307438,202564,Current,51219,1777,33943,Mutual Fund,11-08-2023
307439,201954,Business,70355,3814,48319,Recurring Deposit,26-04-2024
307440,203090,Savings,6806,1530,30753,Recurring Deposit,16-12-2024
307441,209246,Savings,81950,1793,33128,Recurring Deposit,09-01-2025
307442,201514,Current,1967,360,48460,Recurring Deposit,24-06-2022
307443,207017,Current,40471,702,16553,Fixed Deposit,08-08-2022
307444,201872,Business,84234,3072,39695,Mutual Fund,22-02-2023
307445,208610,Savings,43939,272,31255,Fixed Deposit,22-10-2022
307446,205492,Savings,44853,457,19612,Fixed Deposit,08-09-2024
307447,202684,Savings,74320,2905,16245,Fixed Deposit,03-12-2024
307448,207015,Current,31042,3818,37598,Mutual Fund,21-03-2022
307449,205272,Current,85395,4851,7205,Recurring Deposit,03-11-2022
307450,202773,Savings,77719,2748,10251,Recurring Deposit,10-01-2025
307451,205772,Current,31080,780,8956,Fixed Deposit,07-11-2022
307452,201321,Business,58318,1315,33309,Recurring Deposit,22-02-2024
307453,203214,Savings,68434,2838,35247,Recurring Deposit,23-06-2024
307454,208460,Savings,87365,4728,23147,Mutual Fund,16-06-2023
307455,202378,Business,60682,844,26562,Fixed Deposit,16-11-2023
307456,205291,Savings,21990,1042,47546,Fixed Deposit,01-11-2024
307457,209677,Savings,99185,811,15301,Fixed Deposit,03-09-2024
307458,207091,Savings,19782,3025,10434,Fixed Deposit,13-02-2024
307459,204386,Savings,18931,1769,45988,Recurring Deposit,18-01-2023
307460,209006,Current,81418,1352,44645,Recurring Deposit,03-02-2023
307461,204330,Business,87241,795,15116,Recurring Deposit,11-02-2025
307462,204182,Savings,94823,305,5738,Fixed Deposit,25-07-2023
307463,205452,Current,37191,1734,36504,Mutual Fund,29-06-2023
307464,200709,Savings,85683,1001,35587,Recurring Deposit,22-08-2024
307465,200732,Current,85396,4963,30138,Fixed Deposit,08-02-2025
307466,201824,Current,59139,3220,24157,Fixed Deposit,07-07-2023
307467,207169,Business,50874,2308,11966,Fixed Deposit,25-01-2024
307468,204512,Current,97151,2046,38004,Recurring Deposit,06-09-2023
307469,203642,Savings,49019,1025,6369,Fixed Deposit,06-08-2022
307470,205882,Business,75197,4700,19397,Mutual Fund,11-09-2024
307471,203096,Business,17906,785,33424,Recurring Deposit,02-04-2022
307472,203314,Savings,37123,3453,45145,Recurring Deposit,25-10-2024
307473,207594,Savings,91092,767,33365,Fixed Deposit,21-05-2024
307474,208643,Business,1743,2508,5010,Recurring Deposit,08-12-2023
307475,201101,Current,33787,771,16665,Fixed Deposit,05-10-2022
307476,202768,Business,9132,3373,26390,Fixed Deposit,20-06-2023
307477,202152,Business,96986,1135,9336,Fixed Deposit,25-06-2022
307478,202441,Savings,74662,351,16388,Recurring Deposit,15-10-2023
307479,201138,Savings,16731,474,48159,Fixed Deposit,20-07-2024
307480,209877,Savings,8481,4181,35023,Mutual Fund,11-06-2022
307481,208789,Business,46863,3150,45083,Fixed Deposit,22-03-2022
307482,204143,Business,64238,1209,15255,Fixed Deposit,17-03-2025
307483,205694,Savings,16189,1779,4957,Recurring Deposit,06-08-2024
307484,208982,Business,47847,1890,15849,Fixed Deposit,30-09-2023
307485,202273,Savings,12240,2101,33032,Recurring Deposit,07-09-2022
307486,203151,Business,11315,682,16084,Recurring Deposit,02-06-2023
307487,209115,Current,22852,4887,21022,Recurring Deposit,08-05-2022
307488,209421,Savings,19069,4295,21002,Mutual Fund,21-03-2023
307489,204723,Current,53497,997,11014,Mutual Fund,20-01-2024
307490,209192,Savings,6560,1359,36998,Mutual Fund,15-03-2025
307491,207566,Savings,71741,3009,30721,Mutual Fund,22-09-2024
307492,209432,Business,56841,1279,1747,Recurring Deposit,23-11-2023
307493,208647,Savings,68016,2337,28359,Mutual Fund,16-11-2024
307494,204094,Current,95537,1792,49432,Recurring Deposit,28-07-2023
307495,201766,Current,41549,2649,2339,Mutual Fund,05-11-2023
307496,209714,Business,31216,477,25816,Mutual Fund,11-12-2023
307497,208106,Savings,42181,2628.425488,10009,Mutual Fund,03-11-2023
307498,209522,Savings,82105,4044,42081,Fixed Deposit,26-01-2024
307499,202809,Business,59803,636,8867,Fixed Deposit,14-07-2024
307500,209312,Savings,59367,4666,12650,Fixed Deposit,12-02-2023
307501,208843,Savings,81409,3164,29307,Recurring Deposit,13-01-2025
307502,205212,Current,95354,4909,35676,Mutual Fund,15-12-2022
307503,204747,Current,5163,858,46057,Fixed Deposit,27-03-2024
307504,209244,Current,21505,2776,26830,Recurring Deposit,23-10-2022
307505,209064,Current,50474,580,22495,Fixed Deposit,07-01-2023
307506,209276,Savings,58332,2387,1574,Recurring Deposit,30-07-2024
307507,206803,Savings,85596,1569,22868,Recurring Deposit,08-11-2023
307508,204065,Current,98379,3290,2228,Fixed Deposit,01-10-2023
307509,205933,Savings,82673,460,8132,Recurring Deposit,29-12-2023
307510,202806,Business,71124,1768,19878,Fixed Deposit,15-11-2022
307511,209885,Business,54241,4263,1306,Mutual Fund,12-06-2023
307512,205298,Savings,37547,520,27693,Mutual Fund,24-01-2025
307513,201472,Savings,24189,225,22767,Recurring Deposit,02-10-2022
307514,203739,Current,44997,2876,6045,Fixed Deposit,15-10-2022
307515,203378,Current,90557,4977,11313,Mutual Fund,08-04-2022
307516,205115,Business,90908,4670,37023,Recurring Deposit,10-07-2022
307517,209479,Savings,11268,3362,22501,Mutual Fund,22-12-2024
307518,209766,Savings,76658,2603,25427,Fixed Deposit,14-04-2022
307519,209403,Current,34918,2433,21927,Recurring Deposit,30-10-2022
307520,201618,Savings,47031,579,39646,Recurring Deposit,15-04-2024
307521,208847,Current,82596,344,23208,Recurring Deposit,06-01-2025
307522,200394,Current,21279,4878,28843,Recurring Deposit,28-01-2024
307523,200471,Savings,82016,2328,4458,Recurring Deposit,17-10-2022
307524,209909,Current,2259,1325,42047,Mutual Fund,30-07-2022
307525,207179,Business,98080,4138,41246,Recurring Deposit,20-10-2022
307526,203363,Current,27501,3158,26343,Mutual Fund,12-12-2024
307527,204152,Business,32780,603,11138,Mutual Fund,27-12-2023
307528,208655,Savings,37108,1213,37154,Recurring Deposit,27-02-2024
307529,209153,Savings,26824,2567,19899,Recurring Deposit,05-03-2025
307530,200601,Savings,47578,1879,28174,Fixed Deposit,14-10-2024
307531,204611,Savings,2479,738,6995,Fixed Deposit,11-01-2024
307532,202780,Savings,64968,2430,22429,Fixed Deposit,13-11-2024
307533,206799,Current,16039,540,19738,Mutual Fund,25-12-2022
307534,200021,Savings,90003,1791,16901,Fixed Deposit,24-02-2024
307535,207274,Savings,37327,4305,14510,Mutual Fund,20-05-2024
307536,202473,Savings,30165,4698,24834,Mutual Fund,08-01-2024
307537,207406,Business,45902,1935,2955,Mutual Fund,25-07-2024
307538,208230,Current,4729,2574,31453,Recurring Deposit,18-02-2024
307539,203828,Savings,18525,4762,5969,Mutual Fund,08-11-2023
307540,207829,Savings,25479,1118,49311,Fixed Deposit,23-09-2023
307541,208221,Current,53460,1153.10434,30078,Fixed Deposit,06-03-2023
307542,207581,Business,59453,4300,15833,Fixed Deposit,03-01-2023
307543,202208,Savings,15257,3812,26806,Fixed Deposit,09-01-2024
307544,200615,Business,34338,4717,13217,Mutual Fund,15-10-2024
307545,205789,Current,56038,3726,2579,Fixed Deposit,01-04-2022
307546,206041,Savings,48362,613,46300,Mutual Fund,03-09-2024
307547,202181,Current,47175,3226,13888,Recurring Deposit,02-05-2024
307548,202613,Savings,99760,4736,11575,Fixed Deposit,23-03-2023
307549,204023,Savings,65728,2408,32226,Mutual Fund,08-05-2024
307550,209858,Savings,78508,1499,3143,Mutual Fund,13-05-2023
307551,207992,Savings,97445,2085,40961,Mutual Fund,19-12-2023
307552,200079,Current,45730,650,8236,Fixed Deposit,16-07-2024
307553,207130,Savings,93510,1274,35313,Fixed Deposit,01-09-2024
307554,205239,Business,36988,834,4146,Fixed Deposit,12-10-2023
307555,201157,Savings,30095,2399,24904,Mutual Fund,11-05-2022
307556,209932,Current,23578,1024,26563,Mutual Fund,18-05-2022
307557,200446,Business,90172,3112,21815,Recurring Deposit,19-08-2024
307558,209243,Savings,47280,2903,23955,Mutual Fund,09-04-2024
307559,205420,Current,87952,1263,23529,Mutual Fund,19-03-2025
307560,209785,Current,46547,733,44676,Recurring Deposit,14-10-2023
307561,200978,Savings,39858,4347,30291,Fixed Deposit,12-09-2022
307562,200028,Business,74939,1928,1897,Mutual Fund,07-09-2024
307563,202424,Current,72153,775,15922,Recurring Deposit,07-04-2024
307564,201973,Current,9575,1438,45450,Mutual Fund,25-02-2025
307565,200032,Business,86414,1873,1863,Recurring Deposit,23-07-2022
307566,207621,Savings,54600,1896,12118,Fixed Deposit,27-10-2022
307567,205055,Savings,97447,1599,1959,Mutual Fund,15-06-2024
307568,208811,Savings,90344,2549,10348,Recurring Deposit,29-05-2023
307569,202947,Savings,91125,1849,9154,Fixed Deposit,12-03-2024
307570,207668,Business,38804,1832.373503,27827,Recurring Deposit,01-06-2024
307571,209487,Current,16764,184,20335,Recurring Deposit,20-07-2022
307572,202548,Savings,44856,5575.050933,44132,Mutual Fund,11-06-2024
307573,209090,Current,82469,2362,14954,Fixed Deposit,23-10-2024
307574,204798,Current,23060,1315,2247,Mutual Fund,05-08-2022
307575,203664,Business,6502,1791,5885,Fixed Deposit,05-04-2023
307576,201941,Current,86360,3764,40230,Mutual Fund,23-03-2024
307577,203217,Savings,71478,4534,28931,Fixed Deposit,24-11-2024
307578,206712,Current,40809,2160,22721,Recurring Deposit,15-01-2025
307579,206427,Savings,96116,4688,40468,Fixed Deposit,22-01-2025
307580,205014,Savings,80091,4752,31612,Recurring Deposit,20-07-2022
307581,206279,Savings,15236,2949,7858,Recurring Deposit,15-02-2025
307582,203243,Current,96387,3865,30802,Mutual Fund,29-11-2024
307583,204984,Business,80623,3214,18670,Fixed Deposit,05-07-2024
307584,209774,Current,60810,3616,10957,Mutual Fund,06-09-2024
307585,207177,Business,62207,3046,28464,Fixed Deposit,19-07-2023
307586,202344,Business,98286,2494,30998,Fixed Deposit,28-10-2024
307587,202754,Business,80387,3575,43287,Mutual Fund,10-06-2022
307588,204094,Current,42941,4313,11081,Fixed Deposit,05-09-2023
307589,200329,Business,76865,2402,37218,Mutual Fund,29-06-2024
307590,206591,Business,51896,504,27922,Recurring Deposit,06-04-2022
307591,208206,Business,23245,4241,27649,Recurring Deposit,18-03-2024
307592,202263,Savings,56813,2648,35629,Fixed Deposit,24-02-2024
307593,209916,Business,21345,4692,37604,Mutual Fund,25-05-2024
307594,205372,Savings,15711,2011,23777,Fixed Deposit,18-03-2024
307595,204425,Business,22770,4317,21388,Recurring Deposit,28-08-2024
307596,202611,Current,22541,997,49760,Fixed Deposit,17-08-2023
307597,205549,Savings,21929,4906,5145,Recurring Deposit,04-01-2024
307598,201082,Business,76198,3373,24851,Recurring Deposit,20-09-2023
307599,206319,Current,8199,5514.043686,28774,Recurring Deposit,21-06-2023
307600,203889,Savings,84737,1124,27486,Mutual Fund,13-06-2023
307601,203419,Current,12486,691,42250,Mutual Fund,06-12-2022
307602,204456,Business,81671,4051,35115,Recurring Deposit,14-05-2022
307603,201789,Business,82058,4896,28057,Recurring Deposit,04-03-2025
307604,207233,Business,5102,3511,19119,Recurring Deposit,04-10-2024
307605,206056,Business,8380,2124,35369,Recurring Deposit,06-07-2023
307606,202617,Savings,6039,3298,23027,Mutual Fund,12-08-2024
307607,208830,Savings,7223,2274,34906,Mutual Fund,29-04-2023
307608,202563,Savings,17720,3301,13487,Mutual Fund,24-06-2022
307609,202480,Business,91464,2861,30946,Mutual Fund,22-11-2024
307610,205151,Business,56249,3262,13456,Fixed Deposit,25-03-2024
307611,205806,Current,42318,1499,45628,Fixed Deposit,04-09-2024
307612,201597,Current,63934,120,23238,Mutual Fund,08-12-2022
307613,202273,Savings,16682,3226,20603,Fixed Deposit,26-08-2024
307614,206287,Business,18570,1011,49878,Recurring Deposit,09-06-2022
307615,209667,Business,84666,1160,15418,Fixed Deposit,03-01-2025
307616,206161,Current,40671,4112,8342,Mutual Fund,17-06-2023
307617,202779,Savings,79413,1418,11461,Mutual Fund,14-11-2024
307618,206889,Business,84202,780,33840,Recurring Deposit,02-05-2022
307619,205509,Current,94701,4756,45689,Mutual Fund,09-06-2023
307620,200746,Savings,48523,4148,34391,Mutual Fund,12-04-2024
307621,202409,Savings,29803,861.2210512,25763,Mutual Fund,27-07-2022
307622,206078,Savings,68081,4605,29142,Mutual Fund,04-10-2022
307623,204944,Current,30407,3272,19611,Mutual Fund,14-05-2024
307624,206243,Business,64486,2953,49946,Mutual Fund,18-07-2022
307625,204351,Current,74198,1545,45782,Fixed Deposit,26-05-2023
307626,205434,Business,66392,3980,23340,Mutual Fund,16-04-2023
307627,209054,Business,15323,4832,20011,Recurring Deposit,12-10-2022
307628,200161,Business,52248,1229,39577,Fixed Deposit,01-11-2024
307629,204012,Savings,85906,852,49109,Mutual Fund,31-05-2023
307630,205760,Business,68577,1958,29218,Fixed Deposit,22-05-2023
307631,207932,Savings,63829,1708,35334,Mutual Fund,24-04-2023
307632,203214,Current,22878,3492,36488,Mutual Fund,12-04-2022
307633,206366,Business,62098,3099,8920,Fixed Deposit,10-09-2022
307634,206450,Current,61149,1526,11048,Fixed Deposit,14-10-2024
307635,209825,Current,70989,113,10234,Recurring Deposit,17-12-2022
307636,200570,Business,89239,4683,41334,Fixed Deposit,25-09-2024
307637,206288,Business,82113,4309,40233,Mutual Fund,10-11-2022
307638,203895,Savings,65157,1887,49963,Mutual Fund,07-01-2025
307639,206800,Business,1810,3401,46927,Recurring Deposit,12-02-2024
307640,208977,Savings,40582,3849,17315,Fixed Deposit,16-10-2023
307641,200822,Savings,12557,2702,13458,Fixed Deposit,18-12-2022
307642,206626,Business,99251,865,6684,Recurring Deposit,30-04-2023
307643,209774,Business,89722,493,27437,Fixed Deposit,13-03-2025
307644,208624,Business,52862,3516,25062,Fixed Deposit,22-03-2023
307645,207062,Savings,53397,4832,21374,Fixed Deposit,12-04-2024
307646,204372,Savings,60176,3705,18640,Fixed Deposit,26-12-2022
307647,203740,Savings,12465,4299,30104,Mutual Fund,17-06-2024
307648,202733,Savings,57720,2653,20726,Fixed Deposit,11-05-2022
307649,206243,Savings,43419,1680,47700,Recurring Deposit,04-09-2023
307650,205172,Business,66431,4681,35734,Recurring Deposit,30-07-2022
307651,208838,Savings,86478,1837,45145,Recurring Deposit,01-11-2022
307652,209501,Business,19333,4469,47288,Fixed Deposit,01-10-2024
307653,201884,Savings,29537,2658,26608,Mutual Fund,15-11-2022
307654,204672,Savings,80734,1106,7849,Recurring Deposit,29-04-2024
307655,205140,Business,48630,110,22297,Recurring Deposit,22-12-2023
307656,207467,Current,47595,4990,49564,Mutual Fund,06-11-2023
307657,206502,Current,4831,4639,6468,Recurring Deposit,25-03-2023
307658,207927,Savings,77011,2567,44378,Fixed Deposit,10-01-2025
307659,208334,Business,16923,4124,46919,Recurring Deposit,02-02-2024
307660,204705,Current,10417,1642,1759,Fixed Deposit,05-12-2024
307661,207169,Current,12821,4291,17640,Mutual Fund,05-12-2022
307662,200642,Business,27170,1723,2629,Mutual Fund,11-02-2023
307663,207855,Current,34965,3473,28388,Recurring Deposit,03-09-2024
307664,202499,Savings,22023,2456.673025,8385,Fixed Deposit,08-09-2023
307665,204142,Savings,32892,4731,33849,Mutual Fund,13-06-2022
307666,208618,Savings,26884,153,35551,Recurring Deposit,12-12-2024
307667,200867,Current,62048,2840,13712,Recurring Deposit,05-05-2023
307668,201562,Business,82670,1691,23899,Recurring Deposit,17-09-2022
307669,202947,Business,13252,1357,28951,Mutual Fund,10-06-2022
307670,202739,Savings,26342,3931,23994,Fixed Deposit,06-12-2022
307671,205036,Savings,68061,297,6986,Fixed Deposit,10-03-2024
307672,206631,Savings,54937,4455,23087,Fixed Deposit,30-11-2023
307673,209778,Savings,67470,4374,3035,Recurring Deposit,29-03-2024
307674,204767,Current,34488,2378,6104,Fixed Deposit,02-07-2023
307675,200528,Savings,93001,1918,42818,Mutual Fund,29-03-2024
307676,203350,Current,57003,2898,29516,Recurring Deposit,25-06-2024
307677,209611,Savings,7056,4764,42129,Mutual Fund,18-03-2023
307678,204661,Business,65583,4648,40815,Mutual Fund,31-10-2023
307679,208716,Current,97281,4254,22611,Mutual Fund,14-02-2025
307680,209155,Business,44096,3468,14423,Fixed Deposit,16-11-2023
307681,206901,Business,72139,1284,1223,Recurring Deposit,27-03-2024
307682,208641,Business,48050,784,11962,Recurring Deposit,02-05-2023
